brand,date,diff,image,length,link,nwt,price,size,sold,status,stock,title
hugo_boss,2020-04-13,18,https://di2ponv0v5otw.cloudfront.net/posts/2020/04/13/5e947c8ca0df1ecd4c90c539/s_5e947c8f284e99d5eb32fcc6.jpeg,49,http://www.poshmark.com/listing/Hugo-Boss-Alabama-Sz-36x32-Blue-Medium-Wash-Jeans-5e947c8ca0df1ecd4c90c539,False,35,36.0,False,,,Hugo Boss Alabama Sz 36x32 Blue Medium Wash Jeans
hugo_boss,2020-04-12,19,https://di2ponv0v5otw.cloudfront.net/posts/2020/04/12/5e938448cb692cb746e304b7/s_5e938453e131642587cbde7e.jpg,36,http://www.poshmark.com/listing/Hugo-boss-red-label-jeans-dark-blue-5e938448cb692cb746e304b7,False,22,34.0,False,,,"Hugo boss red label jeans, dark blue"
hugo_boss,2020-04-12,19,https://di2ponv0v5otw.cloudfront.net/posts/2020/04/12/5e934604e107bb7511ac48a6/s_5e9346092f3d194d0a09e91c.jpg,15,http://www.poshmark.com/listing/Hugo-Boss-jeans-5e934604e107bb7511ac48a6,False,50,34.0,False,,,Hugo Boss jeans
hugo_boss,2020-04-01,30,https://di2ponv0v5otw.cloudfront.net/posts/2020/04/01/5e84df633cda883be49af3ee/s_5e84dfd481a36c3ad92caf5b.jpg,29,http://www.poshmark.com/listing/Boss-black-Alabama-size-3536-5e84df633cda883be49af3ee,False,25,,False,,,Boss black Alabama size 35/36
hugo_boss,2020-04-11,20,https://di2ponv0v5otw.cloudfront.net/posts/2020/04/11/5e9243306ab2f45bffd9186b/s_5e924334691412bfde9bfe89.jpeg,35,http://www.poshmark.com/listing/BOSS-Hugo-Boss-Button-Closure-Jeans-5e9243306ab2f45bffd9186b,False,24,34.0,True,,Sold,BOSS Hugo Boss Button Closure Jeans
hugo_boss,2020-04-11,20,https://di2ponv0v5otw.cloudfront.net/posts/2020/04/11/5e922c9c691412acae9b5a9c/s_5e922cd167bd913570b3cefa.jpg,15,http://www.poshmark.com/listing/Hugo-Boss-Jeans-5e922c9c691412acae9b5a9c,False,60,33.0,False,,,Hugo Boss Jeans
hugo_boss,2020-04-11,20,https://di2ponv0v5otw.cloudfront.net/posts/2020/04/11/5e91ebd07f80d25f2d25fd99/s_5e91ec0f7ec30c33ef357852.jpg,24,http://www.poshmark.com/listing/Hugo-Boss-Slim-Fit-Jeans-5e91ebd07f80d25f2d25fd99,False,59,32.0,False,,,Hugo Boss Slim Fit Jeans
hugo_boss,2020-04-11,20,https://di2ponv0v5otw.cloudfront.net/posts/2020/04/11/5e91ea28941f17500f8eb292/s_5e91ea92074d24dba14a238f.jpg,27,http://www.poshmark.com/listing/Hugo-Boss-Black-Mens-Jeans-5e91ea28941f17500f8eb292,False,59,32.0,False,,,Hugo Boss Black Men’s Jeans
hugo_boss,2020-04-10,21,https://di2ponv0v5otw.cloudfront.net/posts/2020/04/10/5e90ee6df01bb2c8ece9ece5/s_5e90ee6f3a0db90e7c0933e6.jpeg,45,http://www.poshmark.com/listing/Hugo-Boss-Maine-Regular-Fit-Straight-Leg-Jean-5e90ee6df01bb2c8ece9ece5,False,35,32.0,False,,,Hugo Boss Maine Regular Fit Straight Leg Jean
hugo_boss,2020-04-10,21,https://di2ponv0v5otw.cloudfront.net/posts/2020/04/10/5e90cf0f581a637f006cd35a/s_5e90cf10c936affa58d3c1a7.jpeg,50,http://www.poshmark.com/listing/Hugo-Boss-Hugo-0212-Mens-Corduroy-Skinny-Jeans-5e90cf0f581a637f006cd35a,False,77,33.0,False,,,"Hugo Boss ""Hugo 021/2"" Men's Corduroy Skinny Jeans"
